id_EXIST,lang,number_annotators,gender_annotators,age_annotators,labels_task1,clean_tweet
200015,en,6,"F,F,M,M,M,F","18-22,23-45,18-22,23-45,46+,46+","YES,YES,YES,YES,YES,YES",   dear god.colette is capable of identifying sexism literally anywhere.good to see  developing their own female grandpa simpson 
200016,en,6,"F,F,M,M,M,F","18-22,23-45,18-22,23-45,46+,46+","YES,YES,YES,YES,YES,YES",      the women will all be at home cooking for the family
200017,en,6,"F,F,M,M,M,F","18-22,23-45,18-22,23-45,46+,46+","YES,YES,NO,YES,NO,YES",    wouldn't work for women who get assaulted at home or work. also would give the government the ability to track anyone for any reason.
200018,en,6,"F,F,M,M,M,F","18-22,23-45,18-22,23-45,46+,46+","YES,NO,YES,YES,NO,YES","february 28, 2022: daily mail website voyeuristically describes 2 people as ""flaunting"" &amp; 29 as ""showing off"".   "
200019,en,6,"F,F,M,M,M,F","18-22,23-45,18-22,23-45,46+,46+","YES,YES,YES,YES,YES,YES",sorry. my feminist rage at the old white man praising the two female women of colour and elite fucking athletes on their smiles. does roger federer get told nice arse when he wins?!  
200020,en,6,"F,F,M,M,M,F","18-22,23-45,18-22,23-45,46+,46+","YES,YES,YES,YES,NO,YES",why do we create comics about sexism in science? its not just because we have a lot of spare time or like to doodle check out our blog post for       
200021,en,6,"F,F,M,M,M,F","18-22,23-45,18-22,23-45,46+,46+","YES,YES,YES,YES,YES,YES",you ever get so mad at your ex you send gamergate misogynist memes about about her to your 60 million fash followers 
200022,en,6,"F,F,M,M,M,F","18-22,23-45,18-22,23-45,46+,46+","YES,NO,YES,YES,YES,YES","in other words; the games journo industry, who basically knew the entire time, are complicit? that can't be right. it's gotta be something to do with the misogynistic gamergate boogeymen. "
200023,en,6,"F,F,M,M,M,F","18-22,23-45,18-22,23-45,46+,46+","NO,NO,NO,YES,NO,NO"," he's really shit on games journalists, from what i remember starting at the tail end of gamergate. he's clowned on developers that used unity in the past. it's honestly been awhile since i've closed followed its hard to pick out specific examples"
200024,en,6,"F,F,M,M,M,F","18-22,23-45,18-22,23-45,46+,46+","NO,NO,NO,NO,NO,YES","low key, she was fr created because the incredible hulk tv show gonna do it first and marvel wanted them rights. but these gamergate dudes need to stop. "
200025,en,6,"F,F,M,M,M,F","18-22,23-45,18-22,23-45,46+,46+","NO,NO,NO,NO,NO,NO","one of the most important (and of course, undervalued) pieces ever published on combatting white supremacy and fascism."
200026,en,6,"F,F,M,M,M,F","18-22,23-45,18-22,23-45,46+,46+","NO,NO,NO,NO,NO,NO"," it's especially weird because the alt-right on youtube is older than breadtube, which was a reaction to rw gamergate content."
200027,en,6,"F,F,M,M,M,F","18-22,23-45,18-22,23-45,46+,46+","NO,NO,YES,NO,NO,YES"," well, they're kind of shooting themselves in the foot by injecting political drivel into entertainment. by pushing stress into escapism, you impassion people by stripping them of their release...thus spawning movements like gamergate, comicsgate, etc... people pushing back. (c)"
200028,en,6,"F,F,M,M,M,F","18-22,23-45,18-22,23-45,46+,46+","NO,NO,YES,NO,NO,NO",   i don't even know who tf they are. only know they were part of the whole gamergate shitstorm back in 2015.
200029,en,6,"F,F,M,M,M,F","18-22,23-45,18-22,23-45,46+,46+","NO,YES,YES,YES,YES,YES","as a person who lived through gamergate, these new generation incels bitching about  aloy's peachfuzz is not what i or my hairy russian futanari with shitting dick nipples hentai addicted brothers were fighting for.give aloy a beard and a huge cock."
200030,en,6,"F,F,M,M,M,F","18-22,23-45,18-22,23-45,46+,46+","YES,YES,YES,YES,YES,NO",anita as an asset? damn i should've considered that. her vs gamergate was one big spectacle 
200031,en,6,"F,F,M,M,M,F","18-22,23-45,18-22,23-45,46+,46+","NO,NO,NO,NO,NO,NO", i want to get off 2014i want to get off gamergate's wild ride 
200032,en,6,"F,F,M,M,M,F","18-22,23-45,18-22,23-45,46+,46+","NO,YES,YES,NO,YES,YES","  she was a pickme ""i'm not like other girls, i like gamergate"" back in the day and did the whole ""why i'm leaving the left and becoming a reactionary uwu"" arc, then when that stopped being profitable she came back to ""oh noes i'm totes on the left u guyz"" but never went back on"
200033,en,6,"F,F,M,M,M,F","18-22,23-45,18-22,23-45,46+,46+","NO,YES,NO,NO,NO,NO", the dummy who tried bringing back gamergate is spending his time off from waiting tables pretending to know stuff.
200034,en,6,"F,F,M,M,M,F","18-22,23-45,18-22,23-45,46+,46+","NO,NO,NO,NO,NO,YES","they still trying to grift that gamergate money aren't they?this is what i call, ""terminally online"". "
200035,en,6,"F,F,M,M,M,F","18-22,23-45,18-22,23-45,46+,46+","NO,YES,NO,YES,YES,YES"," oh my god, is wu still on this gamergate shit? bloody hell, the inside of her brain must be slop by now."
200036,en,6,"F,F,M,M,M,F","18-22,23-45,18-22,23-45,46+,46+","NO,YES,NO,YES,YES,NO","  you know for a movement that's about ""hating women"" i've seen a lot of support go out to the women who were sexually harrassed and a lot of them call for punishment of those involved, especially the journalists who know and kept it hidden for years even during gamergate"
200037,en,6,"F,F,M,M,M,F","18-22,23-45,18-22,23-45,46+,46+","NO,NO,NO,NO,NO,NO",it will just talk about games without bring twitter drama and gamergate bullshit into it any more but i used to love jan garbarek as a kid.
200038,en,6,"F,F,M,M,M,F","18-22,23-45,18-22,23-45,46+,46+","NO,NO,NO,NO,NO,NO",the russian bots are monitoring the situation involving gamergate
200039,en,6,"F,F,M,M,M,F","18-22,23-45,18-22,23-45,46+,46+","NO,YES,NO,NO,NO,NO","it was amazing, , and i know that anyone who might have been hesitant immediately fell in love with you when we started discussing gamergate! "
200040,en,6,"F,F,M,M,M,F","18-22,23-45,18-22,23-45,46+,46+","NO,YES,NO,NO,NO,YES"," you have rage issues that manifest in an internet addiction. it at least started outwardly during gamergate and when that died you needed a new fix, you already had your views on trans people but we became the new vessel for your anger.you need help."
200041,en,6,"F,F,M,M,M,F","18-22,23-45,18-22,23-45,46+,46+","YES,NO,YES,NO,YES,YES",recently i was verbally harassed by  when he said i was 52 and dont have any bitchesid like to clarify this is true but very mean
200042,en,6,"F,F,M,M,M,F","18-22,23-45,18-22,23-45,46+,46+","YES,NO,NO,YES,YES,YES",  argue that you can be sexually harassed online? bc i've had it happen?
200043,en,6,"F,F,M,M,M,F","18-22,23-45,18-22,23-45,46+,46+","YES,NO,NO,YES,YES,NO",cant believe twitter users harassed mitski because she asked them to not use flash photography at her concerts man i swear to god i hate fifteen year olds when im rich and famous if i see a single phone im breaking it
200044,en,6,"F,F,M,M,M,F","18-22,23-45,18-22,23-45,46+,46+","NO,NO,NO,YES,YES,NO",    bro you just harassed him
200045,en,6,"F,F,M,M,M,F","18-22,23-45,18-22,23-45,46+,46+","NO,NO,NO,YES,NO,NO","no two completely different situations, teacher had broken up the fight, it was over. simpkins went to his bag, pulled out his handgun and fired. simpkins claimed he was being harassed but the police have stated this was gang related. so good try but no dice. "
200046,en,6,"F,F,M,M,M,F","18-22,23-45,18-22,23-45,46+,46+","NO,NO,NO,YES,NO,NO","wheel of time got a trailer released for amazon that looks horrible, went in to try and soften the blow, got downvoted and harassed by them for saying it looks like a cw show lol    "
200047,en,6,"F,F,M,M,M,F","18-22,23-45,18-22,23-45,46+,46+","YES,YES,NO,YES,NO,NO"," please  ?there, are kids &amp; teens that are being harassed on, their accounts from, adults asking for  &amp; "
200048,en,6,"F,F,M,M,M,F","18-22,23-45,18-22,23-45,46+,46+","NO,NO,NO,NO,NO,NO","  a serious hardcore  groupie who ja invited to the ecuador embassy. stalked, harassed and bullied journalists and members of the public who were critical of ja. went rogue after trump election and leaked a huge trove of  chat logs to micah lee at the intercept"
200049,en,6,"F,F,M,M,M,F","18-22,23-45,18-22,23-45,46+,46+","YES,YES,YES,NO,NO,NO","    that would matter if anyone was being abused or harassed. but no one was, so it's just yet another bogus claim from a guy with no reliable statistics, research, or proof.unless you have more bullshit to post, i'll be waiting for your retraction and apology. "
200050,en,6,"F,F,M,M,M,F","18-22,23-45,18-22,23-45,46+,46+","YES,NO,YES,NO,NO,YES", here's the link to the full comment was a trans girl and was harassed a ton for that edited screenshot to the point of deleting the post entirelyi'd suggest deleting this
200051,en,6,"F,F,M,M,M,F","18-22,23-45,18-22,23-45,46+,46+","NO,YES,YES,YES,NO,YES","    how is it not about safety? do you know how frequently trans women are sexually harassed? despite most of them avoiding public restrooms, it's still pretty bad."
200052,en,6,"F,F,M,M,M,F","18-22,23-45,18-22,23-45,46+,46+","YES,NO,YES,YES,YES,NO","     in other places like europe, there are muslims who made it hostile to live peacefully and some made their way into govt. i have a dutch friend who got spat on and harassed while walking her dog. the neighborhood she lived in got so bad she was forced to move"
200053,en,6,"F,F,M,M,M,F","18-22,23-45,18-22,23-45,46+,46+","NO,NO,NO,NO,NO,NO","anyway, as i said up this thread is for the handful of ppl that follow me that will care. for everyone else you can do/say whatever about me i really dont care anymore. too many good ppl have been harassed or felt the need to leave bcuz of this fandom. i wont let them get to me"
200054,en,6,"F,F,M,M,M,F","18-22,23-45,18-22,23-45,46+,46+","NO,NO,YES,NO,NO,YES",this poor waiter being harassed by six 30-something women i feel bad for him
200055,en,6,"F,F,M,M,M,F","18-22,23-45,18-22,23-45,46+,46+","NO,YES,YES,NO,NO,YES", i am so happy. hopefully now he will resign or be expelled. and the women hes harassed and abused can know he wont be able to do any more harm
200056,en,6,"F,F,M,M,M,F","18-22,23-45,18-22,23-45,46+,46+","NO,NO,NO,NO,NO,YES"," who harassed the news team, the cops or the protester?"
200057,en,6,"F,F,M,M,M,F","18-22,23-45,18-22,23-45,46+,46+","NO,NO,YES,NO,NO,NO",  i understand you're trying to be nice and stuff. i hope you give that block button more love because it's a tool that helps make you more comfortable on social media and enjoy not being harassed or seeing content you don't like.
200058,en,6,"F,F,M,M,M,F","18-22,23-45,18-22,23-45,46+,46+","YES,YES,NO,YES,YES,NO","  you're given the same chance if you prove you belong at the top. women is harassed and therefore a lot don't see it as a career worth pursueing. most people just want to scrim against a team of equal skill, only a minority finds it to be a waste of time. most don't care."
200059,en,6,"F,F,M,M,M,F","18-22,23-45,18-22,23-45,46+,46+","YES,NO,NO,NO,NO,NO",journalists continue to be attacked and harassed by the taliban. their latest victim is qais. 
200060,en,6,"F,F,M,M,M,F","18-22,23-45,18-22,23-45,46+,46+","YES,YES,NO,YES,YES,YES"," my situation is completely different but i feared seeking help because my ex-husband stalked /harassed, is still abusive, etc.. and i was scared he would use it as a weapon against me, which he does he filed a rfo, w/ defamatory allegationsjudge told him fk off - again"
200061,en,6,"F,F,M,M,M,F","18-22,23-45,18-22,23-45,46+,46+","NO,YES,NO,YES,YES,YES","  the only people who do this are mgtow groups who propagate these myths so they don't actually have to address gender issues and sit in their bubble and screech about things they don't understand, so in short, you don't actually know what you're talking about"
200062,en,6,"F,F,M,M,M,F","18-22,23-45,18-22,23-45,46+,46+","YES,YES,NO,YES,YES,YES",   mgtow's? i thought we were talking about women working construction!
200063,en,6,"F,F,M,M,M,F","18-22,23-45,18-22,23-45,46+,46+","NO,YES,YES,YES,YES,YES"," i get it.. kind of. 80% of women are going after about 20% of men and ignoring the rest according to statistics of 3 dating apps. so thats a pain point for some men, but is hating women really a main component to being an incel? and whats the difference between mgtow and incel?"
200064,en,6,"F,F,M,M,M,F","18-22,23-45,18-22,23-45,46+,46+","NO,NO,NO,NO,NO,NO"," mgtow ka india wing bhi hai kya, if yes then they would need more traction. baaki pro-male andolan ki reach bahut kam hai imo."
200065,en,6,"F,F,M,M,M,F","18-22,23-45,18-22,23-45,46+,46+","NO,YES,YES,YES,YES,YES",now the mra/mgtow/incel crowd will double up on their online woman-hating angries.because it's usually women who turn these chomos in. who then run and hide in the prison church. then get out and find a new career in qristianity. and abuse people again. 
200066,en,6,"F,F,M,M,M,F","18-22,23-45,18-22,23-45,46+,46+","YES,NO,YES,YES,YES,NO","black femcels, nigcels, hoteps, d!vestors, femininity nuts, black luxury ppl, black mgtow &amp; other online groups fascinate me lolthe way they twist legitimate ideas abt race and oppression to fit their catastrophizing worldview + inform behavior that leads them back to ws is"
200067,en,6,"F,F,M,M,M,F","18-22,23-45,18-22,23-45,46+,46+","NO,NO,NO,NO,YES,YES",950 iqs mom and dad also have no way out. these mgtow jp followers do not know what makes relationships stable. it is not always no way out.biggest reason for stable marriages in previous generation is that they got married early. 
200068,en,6,"F,F,M,M,M,F","18-22,23-45,18-22,23-45,46+,46+","NO,NO,NO,NO,NO,YES",  i had to look up mra and mgtow. what???? 
200069,en,6,"F,F,M,M,M,F","18-22,23-45,18-22,23-45,46+,46+","YES,NO,YES,YES,NO,NO", if you know anything about the ever-growing mgtow movement you know that it is made up of menwho are in their early 30s who refuse to put up with the ups and downs of being in a relationship
200070,en,6,"F,F,M,M,M,F","18-22,23-45,18-22,23-45,46+,46+","YES,YES,NO,NO,NO,NO"," i'm having a hard time dealing with the pervasiveness of misandry in society. seeing shit like that all the time makes checking out more and more appealing everyday. (the  way, not the suicide way)"
200071,en,6,"F,F,M,M,M,F","18-22,23-45,18-22,23-45,46+,46+","YES,YES,YES,YES,NO,YES",international men's day                         
200072,en,6,"F,F,M,M,M,F","18-22,23-45,18-22,23-45,46+,46+","NO,NO,YES,NO,NO,NO"," ""some"" is a key word in mine lol. it wasn't a minority, and i also didn't generalise them as incels. i said that incel and mgtow culture is getting close to the black community, because they may not be incels, but it's a road, and their line of thinking could take them there."
200073,en,6,"F,F,M,M,M,F","18-22,23-45,18-22,23-45,46+,46+","NO,YES,NO,NO,NO,YES","is ""alpha male"" a movement? something like mgtow??"
200074,en,6,"F,F,M,M,M,F","18-22,23-45,18-22,23-45,46+,46+","NO,NO,NO,NO,NO,NO",sou based cria redpill mgtow blackpilado frio patrick bateman kanye west drive (2011) blade runner mas tudo isso ironicamente
200075,en,6,"F,F,M,M,M,F","18-22,23-45,18-22,23-45,46+,46+","NO,YES,NO,YES,YES,YES","     women already suffer for sexual contact. much of it is not consensual, as was pointed out earlier.why not hold men to the same standard?oh, right -- you're one of those mgtow arrested adolescents"
200076,en,6,"F,F,M,M,M,F","18-22,23-45,18-22,23-45,46+,46+","NO,YES,YES,YES,NO,YES",i have another article this month! this one will be controversial because it deals with mgtow... is it hate speech? do they hate women? are they dangerous? check the answers in this post... 
200077,en,6,"F,F,M,M,M,F","18-22,23-45,18-22,23-45,46+,46+","YES,YES,NO,NO,YES,NO",so dating a man is inherently racist cause you are dating your oppressor?  how do these fuckin idiots think they all got here? a stork dropped them off? lol  you wonder why men subscribe to the idea of mgtow is because of dumb shits like that far leftist lunatic ..ffs 
200078,en,6,"F,F,M,M,M,F","18-22,23-45,18-22,23-45,46+,46+","YES,YES,YES,YES,YES,YES"," because men arent responsible for their actions. women drive them to murder and in their perfect logic, violence is the only answer due to their physical superiority.an mgtow or incel, probably."
200079,en,6,"F,F,M,M,M,F","18-22,23-45,18-22,23-45,46+,46+","NO,NO,NO,NO,NO,NO",thank you for promoting mgtow  
200080,en,6,"F,F,M,M,M,F","18-22,23-45,18-22,23-45,46+,46+","NO,YES,YES,NO,YES,NO","  we all do steph. it's 1.01 black pill, mgtow incel 21st century ""bro's before ho's"" playbook chapter one dating survival guidedon't go into detail about the taste of the waaaaaater. it's an argument starter!"
200081,en,6,"F,F,M,M,M,F","18-22,23-45,18-22,23-45,46+,46+","NO,NO,NO,YES,YES,YES","  well, . avoiding your face becoming a baseball glove should be in every man's interest.bring back the metrosexuals! you can use nice products without being gay or trans!we mocked the metrosexuals, now look what have"
200082,en,6,"F,F,M,M,M,F","18-22,23-45,18-22,23-45,46+,46+","YES,NO,NO,NO,NO,NO",what are your stories notallmen as we share ours and youre in them. if you dont recognise yourselves then mace and legislation or your tweets telling other men to listen honestly dont matter. it starts with you. what have you and your mates done that you now know is not okay?
200083,en,6,"F,F,M,M,M,F","18-22,23-45,18-22,23-45,46+,46+","YES,YES,YES,NO,YES,NO",    cos it doesnt happen and if it does why should all trans women be vilified for the few outliers? if its  then its  too. either all men get castrated cos they cant stop raping or we simply just educate people that rape is bad instead
200084,en,6,"F,F,M,M,M,F","18-22,23-45,18-22,23-45,46+,46+","YES,YES,YES,NO,NO,YES",in before the replies of- im a man who goes to therapy- follow up jokes that miss the mark- - 
200085,en,6,"F,F,M,M,M,F","18-22,23-45,18-22,23-45,46+,46+","YES,YES,NO,YES,YES,YES",it's patriarchal world. women can have no job yet can live on her own. not  men. 
200086,en,6,"F,F,M,M,M,F","18-22,23-45,18-22,23-45,46+,46+","NO,YES,NO,NO,NO,YES", remember the time lewis accused  of not doing enough about racism and he came up with a  kind of response? 
200087,en,6,"F,F,M,M,M,F","18-22,23-45,18-22,23-45,46+,46+","YES,YES,YES,YES,NO,YES","any person putting pronouns in their bio and chanting twaw is saying . this is not anti anyone - its recognising that in order to address the entrenched misogyny, the abuse and violence that is inflicted on women we have to recognise sex. "
200088,en,6,"F,F,M,M,M,F","18-22,23-45,18-22,23-45,46+,46+","NO,NO,NO,YES,YES,NO", have a penis. not all women have a vaginanot all folks ascribe to the binary
200089,en,6,"F,F,M,M,M,F","18-22,23-45,18-22,23-45,46+,46+","YES,NO,YES,NO,YES,NO"," why am i still like 'wow, guys still publicly say this shit in 2022'??? clearly there's some small glimmer of hope in me that needs to be quashed immediately. queue the notallmen brigade"
200090,en,6,"F,F,M,M,M,F","18-22,23-45,18-22,23-45,46+,46+","NO,YES,NO,YES,YES,NO","this is also a very good explanation for why privilege can blind a person to oppressionthey do not feel disadvantaged because the predators/opperssors look/act exactly like they would, &amp; so feel threatened by accusations possibly because they have good intentions e.g  "
200091,en,6,"F,F,M,M,M,F","18-22,23-45,18-22,23-45,46+,46+","YES,NO,YES,YES,NO,YES","notallmen are notallmen !female single sex spaces, services &amp; safeguards exclude all males, except for v small accompanied boys, because some males are like that. they dont come with labels &amp; apart from laylamoran, we cant see inside their soulsmixed sex = open to all men "
200092,en,6,"F,F,M,M,M,F","18-22,23-45,18-22,23-45,46+,46+","NO,NO,NO,NO,YES,YES","obviously  but sorry, the fisher exact test leaves no doubt"
200093,en,6,"F,F,M,M,M,F","18-22,23-45,18-22,23-45,46+,46+","NO,YES,YES,YES,YES,YES",stop saying  embarrass the fact yes its men carry the guilt for the all the mischievous done by those bastards until the females realize themselves its 
200094,en,6,"F,F,M,M,M,F","18-22,23-45,18-22,23-45,46+,46+","NO,NO,YES,NO,NO,NO",notice how civilian men who dont hold any political power in their country keep tweeting we are doing this/that? this isnt cod. war isnt a friday night twitch channel. youre tweeting from home.      
200095,en,6,"F,F,M,M,M,F","18-22,23-45,18-22,23-45,46+,46+","NO,NO,YES,NO,NO,NO","am i the only one who reads  as no_tall_men? not making any deep points here, just confused (not an infrequent occurrence)."
200096,en,6,"F,F,M,M,M,F","18-22,23-45,18-22,23-45,46+,46+","NO,NO,YES,NO,NO,YES",   lets look at your retweets:nintendo switchsportsnotallmenwow youre really hitting hard on the social commentary! how could i keep up?stop fronting and just be honest with yourself. still figuring things out is the only truthful thing youve ever said.
200097,en,6,"F,F,M,M,M,F","18-22,23-45,18-22,23-45,46+,46+","YES,NO,NO,NO,NO,NO","  need to step up their game because  can be trusted to keep their own behaviour in check.if a schmuck like me can be a decent(ish) human being for 51+ years despite many, many instances of not being sober and/or in a legal frame of mind, you can do it too..."
200098,en,6,"F,F,M,M,M,F","18-22,23-45,18-22,23-45,46+,46+","YES,YES,YES,YES,YES,YES","the  tag is currently trending in nl. i know it's not all men, but it is heckin' hard to trust men when you've had men you know as well as random strangers force themselves onto you or touch you without consent.just putting it out there. watch the video below. "
200099,en,6,"F,F,M,M,M,F","18-22,23-45,18-22,23-45,46+,46+","NO,YES,YES,YES,YES,YES",this is why  can suck a d*ck. treat every gun like its loaded and treat every man like he might strangle you. simple as that. 
200100,en,6,"F,F,M,M,M,F","18-22,23-45,18-22,23-45,46+,46+","YES,YES,YES,YES,NO,NO","                 this is not saying that all transwomen are inherently sexually violent, any more than all men are (, remember?). it is to say that the risks to women from tw are the same as the risks from all males. sort yourself out."
200101,en,6,"F,F,M,M,M,F","18-22,23-45,18-22,23-45,46+,46+","NO,YES,YES,NO,YES,YES", there are absolutely many wrong things about patriarchy and we cant reduce it to physical strength. patriarchy is an umbrella term for superiority in a lot of toxic ways. also its fallacious to say men will always be physically stronger if we want to be academic like that
200102,en,6,"F,F,M,M,M,F","18-22,23-45,18-22,23-45,46+,46+","NO,YES,NO,NO,NO,YES",an excellent thread on how the patriarchy deforms men's souls and damages their lives. 
200103,en,6,"F,F,M,M,M,F","18-22,23-45,18-22,23-45,46+,46+","YES,YES,YES,YES,YES,YES","okay but what if it was two women saying ""fuck the patriarchy""... that would actually be so sexy of them"
200104,en,6,"F,F,M,M,M,F","18-22,23-45,18-22,23-45,46+,46+","YES,NO,NO,NO,NO,NO",you were tossing me the car keys fuck the patriarchy pee stain on the ground
200105,en,6,"F,F,M,M,M,F","18-22,23-45,18-22,23-45,46+,46+","NO,YES,NO,NO,YES,YES","rep. ayanna pressley, d-ma, claimed that recent  are rooted in a patriarchy and . conservative activist ryan girdusky pointed out that nearly all of the nations in africa ban abortion. ""are they pro-white supremacy? he asked."
200106,en,6,"F,F,M,M,M,F","18-22,23-45,18-22,23-45,46+,46+","NO,YES,YES,YES,NO,YES",you were tossing me the car keys fuck the patriarchy 
200107,en,6,"F,F,M,M,M,F","18-22,23-45,18-22,23-45,46+,46+","YES,NO,YES,YES,NO,YES"," patriarchy sits at the intersection of control of women, property &amp; war - explain how non discrimination based on gender protects women from  "
200108,en,6,"F,F,M,M,M,F","18-22,23-45,18-22,23-45,46+,46+","YES,NO,YES,NO,YES,YES", down with the patriarchy in the healthcare industry! ohare we allowed to say male and female now? i thought that was transphobic
200109,en,6,"F,F,M,M,M,F","18-22,23-45,18-22,23-45,46+,46+","YES,YES,YES,YES,YES,YES", blackness is not a shield for men to protect themselves from criticism. especially men ignorant of all the patriarchy in non white countries. female babies are aborted in china. women are isolated in menstruation huts. breast ironing. fgm. poc know what sex is.
200110,en,6,"F,F,M,M,M,F","18-22,23-45,18-22,23-45,46+,46+","YES,NO,NO,NO,YES,YES","also, dump those who tell you that radical love and calm positivity will defeat populist, nostalgic, paternalistic, and strongman politics. a culture shaped by patriarchy and machismo doesn't consider love and positivity masculine or strong. they belong in churches and convents."
200111,en,6,"F,F,M,M,M,F","18-22,23-45,18-22,23-45,46+,46+","YES,YES,NO,YES,NO,NO","                      because a bronze age tribal patriarchy is a good model for a modern, technological society, right? "
200112,en,6,"F,F,M,M,M,F","18-22,23-45,18-22,23-45,46+,46+","YES,YES,YES,YES,YES,YES","  yes. because a controlled supply of sex is a good thing, ya heathens.no one is happier about open sex and easy women than the patriarchy. ill tell you that much."
200113,en,6,"F,F,M,M,M,F","18-22,23-45,18-22,23-45,46+,46+","YES,YES,NO,YES,NO,YES","patriarchy appoints the relatively more conformist women to the posts of ""assistant oppressor"" or ""personal secretory to chief patriarch"" so they feel valued and important in a system built on their dehumanization. this is best seen in the traditional indian family.2/7"
200114,en,6,"F,F,M,M,M,F","18-22,23-45,18-22,23-45,46+,46+","NO,YES,YES,YES,NO,YES","transphobes are so weak and cowardly that instead of going after real misogyny &amp; the patriarchy, they resort to targeting a different vulnerable group and become the abusers themselves in order to feel powerful. i see you. the bullied becoming the bullies isn't a cool look. "
200115,en,6,"F,F,M,M,M,F","18-22,23-45,18-22,23-45,46+,46+","YES,YES,YES,YES,NO,NO","idk its just different. maybe due to ingrained patriarchy or something. i use to tell my bm id love to watch her fuck a girl, but another nigga? hell nah "
200116,en,6,"F,F,M,M,M,F","18-22,23-45,18-22,23-45,46+,46+","NO,NO,NO,YES,NO,NO"," ""you're not god or my father, or my boss""ah yes, the three genders of the socius, a summary of universal history. the primitive code of the earth, the despotic overcode whose royal incest establishes the patriarchy, and the civilized capitalist machine"
200117,en,6,"F,F,M,M,M,F","18-22,23-45,18-22,23-45,46+,46+","NO,YES,YES,YES,NO,NO",  i really liked it! dont expect traditional horror - its more of a terrifying folk tale. very atmospheric and a fascinating critique of patriarchy.
200118,en,6,"F,F,M,M,M,F","18-22,23-45,18-22,23-45,46+,46+","NO,YES,YES,YES,YES,YES","they can fight for hijabs but not against triple talaks, four mariage rituals, even when they are excluded from education, exploitation, marital violences,they don't protest, they like to live in patriarchy... i hope they fight for following matters too "
200119,en,6,"F,F,M,M,M,F","18-22,23-45,18-22,23-45,46+,46+","NO,YES,NO,YES,NO,NO","the whiskey and cigars, the $99 dollar seminars, the mustache wax, the secret societies, the 'we need a patriarchy' discourse...into the trash it goes. if you're feeling a crisis of manhood then just be handsome and stop talking, or at least stop talking like *that*"
200120,en,6,"F,F,M,M,M,F","18-22,23-45,18-22,23-45,46+,46+","NO,NO,NO,NO,YES,YES","i would be glad to see the violence on twitterng over the next couple of weeks.both patriarchy and misandry fcs are in top form, and they are prepared to go nose-to-nose. let's have it."
