id_EXIST,lang,number_annotators,gender_annotators,age_annotators,labels_task1,clean_tweet
100017,es,6,"F,F,F,M,M,M","18-22,23-45,46+,46+,23-45,18-22","NO,NO,NO,NO,NO,YES",la que se levanto sin miedo al exito fue la rata nro 1 de rust....    
100018,es,6,"F,F,F,M,M,M","18-22,23-45,46+,46+,23-45,18-22","NO,NO,NO,NO,YES,NO"," gamergate causo esto, gamergate causo esto otro, gamergate mato a esta persona, gamergate gamergate gamergate. putoooos reporteros de mieerdaaa"
100019,es,6,"F,F,F,M,M,M","18-22,23-45,46+,46+,23-45,18-22","NO,NO,NO,NO,NO,NO", en 2014 empez gamergate as que igual mejor no
100020,es,6,"F,F,F,M,M,M","18-22,23-45,46+,46+,23-45,18-22","NO,NO,NO,NO,NO,NO",los mejores 100  de la     
100021,es,6,"F,F,F,M,M,M","18-22,23-45,46+,46+,23-45,18-22","NO,NO,NO,YES,NO,YES",the gays despues de escuchar babylon house labs cuando they harassed gaga pa que lo saque 
100022,es,6,"F,F,F,M,M,M","18-22,23-45,46+,46+,23-45,18-22","NO,NO,NO,NO,NO,NO",  te refieres a algo as?
100023,es,6,"F,F,F,M,M,M","18-22,23-45,46+,46+,23-45,18-22","NO,NO,NO,NO,YES,YES", lol yo me met en un lo con esa comunidad de cosplay porque alguien vio sin contexto mi story defendiendo una pana who has being harassed y yo diciendo que el bully se copi de sus cosplays y fue ella a fb a ridiculizarme porque los cosplays no se pueden copiar
100024,es,6,"F,F,F,M,M,M","18-22,23-45,46+,46+,23-45,18-22","NO,NO,NO,NO,NO,NO","hay hembras de colibr de cuello blanco (florisuga mellivora) que adoptan una coloracin similar al plumaje de los machos para evitar a los machos ms agresivos. de esta forma, escapan de sus intentos de seduccin y tienen ms tiempo para alimentarse."
100025,es,6,"F,F,F,M,M,M","18-22,23-45,46+,46+,23-45,18-22","YES,NO,NO,YES,YES,NO"," las mujeres no deberamos vivir con miedo, tienen todo m apoyo las army de bangladesh we stand with bangladesh armys and all young women being harassed everyday. "
100026,es,6,"F,F,F,M,M,M","18-22,23-45,46+,46+,23-45,18-22","NO,NO,YES,YES,NO,YES","ya son las 00:00 en arabia, por favor difundan para que todas las chicas sean encontradas, mientras ms tarde puede ser ms peligroso.   if you are missing or you are being harassed enter this space"
100027,es,6,"F,F,F,M,M,M","18-22,23-45,46+,46+,23-45,18-22","NO,NO,YES,NO,NO,NO","yall really harassed this person por algo tan inofensivo lmao, a la verdad que no tienen empata "
100028,es,6,"F,F,F,M,M,M","18-22,23-45,46+,46+,23-45,18-22","YES,NO,NO,YES,YES,YES","  quiet, sexist ^%$#."
100029,es,6,"F,F,F,M,M,M","18-22,23-45,46+,46+,23-45,18-22","NO,NO,NO,NO,NO,NO",fuentes:   fin del hilo!conoce ms sobre tu derecho a creer en:  
100030,es,6,"F,F,F,M,M,M","18-22,23-45,46+,46+,23-45,18-22","YES,YES,NO,YES,NO,NO"," is a great example of this, they don't care if i have being supplanted, harassed or else, even with evidence the problem was me. por supuesto en quora espaol. hay 1 tipo con cientos de cuentas ofensivas y sigue ah. y el clonador de cuentas...  "
100031,es,6,"F,F,F,M,M,M","18-22,23-45,46+,46+,23-45,18-22","YES,NO,NO,YES,NO,NO",this artist is only 20. that is so young to be harassed like this. no les dan vergenza hablar tan mal de alguien tan joven? regardless of what the original convo was about la anti negritud de mestizos y blancos en la dispora y en latinoamrica es algo asqueroso.
100032,es,6,"F,F,F,M,M,M","18-22,23-45,46+,46+,23-45,18-22","NO,NO,NO,NO,NO,YES","    ay, se me olvidaban las pruebas, por aquello de no hablar sobre invenciones como t.   otra."
100033,es,6,"F,F,F,M,M,M","18-22,23-45,46+,46+,23-45,18-22","NO,NO,NO,YES,YES,NO","she harassed the senator, as que vyanse a mamar. "
100034,es,6,"F,F,F,M,M,M","18-22,23-45,46+,46+,23-45,18-22","NO,NO,NO,YES,NO,NO"," documentos desclasificados revelan que misteriosos drones -en julio de 2019- ""acosaron"" a buques de guerra yanquis en las costas de california.        "
100035,es,6,"F,F,F,M,M,M","18-22,23-45,46+,46+,23-45,18-22","NO,NO,NO,YES,NO,NO","devastador, pero con crtica constructiva:  chris cuomo sexually harassed me. i hope hell use his power to make change. "
100036,es,6,"F,F,F,M,M,M","18-22,23-45,46+,46+,23-45,18-22","YES,YES,YES,YES,YES,NO", loca d mierda en k momento
100037,es,6,"F,F,F,M,M,M","18-22,23-45,46+,46+,23-45,18-22","NO,NO,NO,NO,NO,NO","   el chico sandman, d escuela catlica que viaj a washington con un grupo de compaeros y fueron harassed y atacados x black israelites(secta) y un nativo americano,, y que cnn etc. dijeron que fie al revs, causando expulsiones, amenazas de muerte etc. aprox 100 millones gan"
100038,es,6,"F,F,F,M,M,M","18-22,23-45,46+,46+,23-45,18-22","YES,YES,YES,YES,YES,NO", encima siempre a la misma pobre tisi shes being harassed
100039,es,6,"F,F,F,M,M,M","18-22,23-45,46+,46+,23-45,18-22","NO,YES,NO,YES,YES,NO"," esa era de twilight fue muy rara, todos los actores were getting harassed pero con taylor es especialmente wild porque he was a minor"
100040,es,6,"F,F,F,M,M,M","18-22,23-45,46+,46+,23-45,18-22","NO,NO,YES,NO,NO,YES",cuando pretendieron defender la libertad de expresin de acadmicos quejndose de que de alguna manera la gente trans los estaba silenciando 
100041,es,6,"F,F,F,M,M,M","18-22,23-45,46+,46+,23-45,18-22","NO,NO,NO,NO,NO,YES", piden ms de tres aos de crcel para el vecino de torrevieja acusado de colgar el dni de la vctima de la manada en un foro 
100042,es,6,"F,F,F,M,M,M","18-22,23-45,46+,46+,23-45,18-22","NO,YES,YES,NO,YES,YES","   pues mira no, son hombres, cada uno con su familia, amistades y haciendo vida normal. igual que los de lamanada, y los que asesinan a diario a sus parejas. por eso deberamos preguntarnos qu coo est pasando con los hombres para q acten as, y qu clase de sociedad queremos."
100043,es,6,"F,F,F,M,M,M","18-22,23-45,46+,46+,23-45,18-22","NO,NO,NO,YES,YES,YES",algo as hizo  a algunas chicas hasta que acabaron entre rejas...
100044,es,6,"F,F,F,M,M,M","18-22,23-45,46+,46+,23-45,18-22","NO,YES,YES,YES,YES,YES","  (agresin sexual en navarra)  tienen dni muy espaol?  haba hasta un agente (expulsado por sus delitos) de guardia civil,  el ctedro  es el ejemplo de la derecha-caverna, ""nosotros"", ""ser espaol"", sndrome marujita daz."
100045,es,6,"F,F,F,M,M,M","18-22,23-45,46+,46+,23-45,18-22","NO,NO,YES,NO,YES,YES","sentencia mnima para la manada, pero bienvenida sea. y qu sancin para el dr paul muoz cuya defensa fue que ""a la chica le gusta la vida social""? por qu tras ms de un ao no se pronuncia el colegio de abogados de lima?    "
100046,es,6,"F,F,F,M,M,M","18-22,23-45,46+,46+,23-45,18-22","NO,NO,NO,NO,NO,NO",este viernes 22       entrevista completa a  
100047,es,6,"F,F,F,M,M,M","18-22,23-45,46+,46+,23-45,18-22","YES,YES,NO,NO,YES,YES","caso : heredia es la abogada de la vctima  mal llamado as: fue una violacin grupal y no por animales sin raciocinio, expresa. va a juicio oral agarr el caso luego de que personas quedaron fuera del proceso (tras aquel episodio del desahogo sexual), cuenta "
100048,es,6,"F,F,F,M,M,M","18-22,23-45,46+,46+,23-45,18-22","NO,YES,YES,YES,NO,YES","alejandro saavedra, violador parte de  en scz finalmente sentenciado a 20 aos "
100049,es,6,"F,F,F,M,M,M","18-22,23-45,46+,46+,23-45,18-22","NO,NO,NO,NO,NO,NO",  los polticos acostumbran a hablarle al pueblo como si fueran una manada de estpidos pero lamanada no hacemos nada por contradecirlos.
100050,es,6,"F,F,F,M,M,M","18-22,23-45,46+,46+,23-45,18-22","NO,NO,NO,YES,NO,NO","comparto algunas columnas anteriores que reflexionan sobre el tema de la  grupal y las reacciones de la sociedad y todo esto. esta de 2018 sobre el caso de """", con reflexiones sobre ""el bao de ""  "
100051,es,6,"F,F,F,M,M,M","18-22,23-45,46+,46+,23-45,18-22","YES,YES,NO,NO,NO,NO","confirman que la madre del violador de , eliane saavedra daza, reciba plata del gobierno municipal de gestin de la ex alcaldesa , sin trabajar.  "
100052,es,6,"F,F,F,M,M,M","18-22,23-45,46+,46+,23-45,18-22","NO,NO,NO,YES,NO,NO"," quin descontrol! desde lo de lamanada, es un no parar de violencia"
100053,es,6,"F,F,F,M,M,M","18-22,23-45,46+,46+,23-45,18-22","NO,NO,NO,NO,NO,NO",la manada ..mis bebs          en metepec 
100054,es,6,"F,F,F,M,M,M","18-22,23-45,46+,46+,23-45,18-22","NO,NO,NO,NO,NO,NO", por eso am  de . no dejo de pensar en esa novela.
100055,es,6,"F,F,F,M,M,M","18-22,23-45,46+,46+,23-45,18-22","NO,NO,NO,YES,YES,NO","mis leones metiendo cojones coo , 7-3 !!  "
100056,es,6,"F,F,F,M,M,M","18-22,23-45,46+,46+,23-45,18-22","NO,YES,NO,NO,NO,NO"," siiii estuvo increble!!! mi pipe, eres un crack!!! te adoramossss  "
100057,es,6,"F,F,F,M,M,M","18-22,23-45,46+,46+,23-45,18-22","NO,NO,YES,YES,YES,NO", y quien investiga la jefa de lamanada? la seora delgado ? yo meparto
100058,es,6,"F,F,F,M,M,M","18-22,23-45,46+,46+,23-45,18-22","NO,NO,NO,NO,NO,NO","mientras scooby disfruta unas vacaciones en lamanada yo cuido en casa a merlot, el russian bleu de mi hija  "
100059,es,6,"F,F,F,M,M,M","18-22,23-45,46+,46+,23-45,18-22","NO,NO,NO,YES,YES,NO","la otra vctima de '': ""si 'el prenda' se arrepintiera de verdad, me hubiera pedido perdn a m tambin"" "
100060,es,6,"F,F,F,M,M,M","18-22,23-45,46+,46+,23-45,18-22","YES,YES,YES,YES,NO,YES",lo de lopetegui en rueda de prensa diciendo no se que de la minifalda y tal... era por los de ... no?
100061,es,6,"F,F,F,M,M,M","18-22,23-45,46+,46+,23-45,18-22","NO,YES,YES,YES,YES,NO","  si hubiese un  del cine espaol, sera por homosubvenciones y felamamandurrias."
100062,es,6,"F,F,F,M,M,M","18-22,23-45,46+,46+,23-45,18-22","NO,NO,NO,NO,NO,YES"," hay otro tema en el ambiente, pero el  es un ejemplo interesante de lo que dices."
100063,es,6,"F,F,F,M,M,M","18-22,23-45,46+,46+,23-45,18-22","NO,NO,YES,YES,NO,NO","come on, , label metoo.  "
100064,es,6,"F,F,F,M,M,M","18-22,23-45,46+,46+,23-45,18-22","NO,NO,NO,NO,NO,NO","crece la preocupacin por el paradero de peng shuai ""crece la preocupacin por el paradero de peng shuai"" "
100065,es,6,"F,F,F,M,M,M","18-22,23-45,46+,46+,23-45,18-22","YES,YES,YES,YES,NO,YES"," siempre he pensado que esa escena (la de la segunda pelicula) se a librado del movimiento  hasta ahora, haber cuando la cancelan"
100066,es,6,"F,F,F,M,M,M","18-22,23-45,46+,46+,23-45,18-22","NO,YES,YES,YES,NO,YES","creo que la 4t va a pasar a la historia como el gobierno que ms premiaba y condecoraba a los agraviantes sexuales. que vergenza! ah esta el salgado macedonio, y ahora pedro salmeron, y no dudo que haya ms "
100067,es,6,"F,F,F,M,M,M","18-22,23-45,46+,46+,23-45,18-22","YES,NO,NO,NO,YES,NO","un tribunal chino desestima el primer caso de , y amenaza con acabar con este incipiente movimiento en el pas  va  por "
100068,es,6,"F,F,F,M,M,M","18-22,23-45,46+,46+,23-45,18-22","NO,YES,NO,YES,YES,YES","veo que surge una respuesta tipo ""not all americans!"" a la lucha contra la afluencia de estadounidenses a pr, como el ""not all men!"" a metoo. en ambos casos la rplica obvia que se trata de estructuras y dinmicas que crean desigualdad, no de si individuos se portan bien o mal."
100069,es,6,"F,F,F,M,M,M","18-22,23-45,46+,46+,23-45,18-22","NO,NO,YES,YES,YES,NO", si  estoy a favor hay que crear movimiento metoo
100070,es,6,"F,F,F,M,M,M","18-22,23-45,46+,46+,23-45,18-22","YES,YES,YES,YES,NO,YES","  dicen que la denuncia es real, la cariola dijo que ella era feminista y del metoo, y le crea a la victima, as de tarados. weones a cagar, le dan material a kast, con un asunto muy grave."
100071,es,6,"F,F,F,M,M,M","18-22,23-45,46+,46+,23-45,18-22","YES,YES,YES,YES,YES,YES","    la  britnica emily ratajkowski denunci que fue acosada sexualmente por el cantante robin thicke, durante el rodaje del videoclip de "
100072,es,6,"F,F,F,M,M,M","18-22,23-45,46+,46+,23-45,18-22","YES,YES,NO,YES,YES,YES","el asunto  puede ser el inicio de un movimiento   en ecuador para denunciar el acoso sexual en todo nivel, por ejemplo no entiendo como se normaliza en nuestro pas los ""matrimonios""  entre profesores y alumnas de educacin secundaria, desde hace dcadas hay casos."
100073,es,6,"F,F,F,M,M,M","18-22,23-45,46+,46+,23-45,18-22","NO,YES,YES,NO,NO,YES","si ridley scott pretendi hacer una nueva versin de rashomon, no logr la expresin artstica necesaria para plasmar la idea, lo nico que alcanz es llevar el  a la edad media"
100074,es,6,"F,F,F,M,M,M","18-22,23-45,46+,46+,23-45,18-22","NO,YES,YES,YES,YES,YES",hey! como es que  este en la crcel (no digo que este mal o bien) pero como es que el hdlv de   sigue libre y haciendo an sus putos retiros donde abusa de mujeres 
100075,es,6,"F,F,F,M,M,M","18-22,23-45,46+,46+,23-45,18-22","NO,NO,NO,YES,NO,NO","""quizannette, narracin supuestamente en la rbita del , sea en realidad, y al margen de sus virtudes cinematogrficas, algo ms frvolo""hay que ver annette sin duda, y luego leer a  "
100076,es,6,"F,F,F,M,M,M","18-22,23-45,46+,46+,23-45,18-22","YES,YES,YES,YES,YES,YES",el  y el mundo literario | acosadores: la pesadilla de las escritoras.testimonios de cuatro autoras que viven infiernos a causa de los hombres que las persiguen.por . 
100077,es,6,"F,F,F,M,M,M","18-22,23-45,46+,46+,23-45,18-22","YES,YES,NO,YES,YES,NO","el tan necesario  en el mundo acadmico: amenazas de muerte a las 3 de la maana, intentaron echarme de la universidad, (...) y cuando vieron que no podan con nosotros, fueron a por nuestros hijos en las escuelas"" "
100078,es,6,"F,F,F,M,M,M","18-22,23-45,46+,46+,23-45,18-22","NO,YES,NO,YES,NO,YES","parece que el caso del gay ""atacado por 8 encapuchados"" ha resultado ser una falsa denuncia. pero da igual. hoy en da no importa la verdad, la justicia y tratar a las personas por sus actos sino que todo encaje en tu discurso ""woke"": blm, , lgtbifobia, viogen..."
100079,es,6,"F,F,F,M,M,M","18-22,23-45,46+,46+,23-45,18-22","NO,NO,NO,NO,NO,NO", se va a caer.  . abrazos . no estas sola 
100080,es,6,"F,F,F,M,M,M","18-22,23-45,46+,46+,23-45,18-22","NO,YES,YES,NO,YES,NO","     jajaja venga ya que hay que tirar de la mquina del tiempo para buscar una noticia de hace casi 4 aos, y ese caso es  de 2015. si les la noticia al final dice que gan atencin por el movimiento metoo."
100081,es,6,"F,F,F,M,M,M","18-22,23-45,46+,46+,23-45,18-22","NO,YES,YES,NO,YES,YES","  incel: persona que expresa su incapacidad de conseguir relaciones sexuales a pesar de ser su deseo, caracterizados por el resentimiento que hay en sus publicaciones. los mgtow se supone que es un grupo que sigue la idea del separatismo entre el hombre y la mujer +"
100082,es,6,"F,F,F,M,M,M","18-22,23-45,46+,46+,23-45,18-22","NO,NO,NO,NO,NO,NO","  los que hacan verdadero caos no son esos, no fueron fotografiados ni detenidos... lamentable... porque por lo mismo, pueden volver..."
100083,es,6,"F,F,F,M,M,M","18-22,23-45,46+,46+,23-45,18-22","NO,NO,NO,NO,NO,NO",   literalmente toda la discografa de aitana es eso que dices que no existe.
100084,es,6,"F,F,F,M,M,M","18-22,23-45,46+,46+,23-45,18-22","NO,NO,NO,NO,NO,NO", no creo en el infierno/paraso... para mi muri impune por la cobarda argentina.
100085,es,6,"F,F,F,M,M,M","18-22,23-45,46+,46+,23-45,18-22","NO,NO,YES,YES,NO,YES"," s, cuando tuve mi fase de masculinidades, se escuchaban estos argumentos a cada rato. entiendo se sea escptico de los mgtow, pero noms disidir del feminismo es misgino?"
100086,es,6,"F,F,F,M,M,M","18-22,23-45,46+,46+,23-45,18-22","YES,NO,YES,NO,YES,YES"," es mucho peor, los veganos rechazan los productos animales por moral, por no hacer un dao a seres que consideran que hay que proteger. los mgtow rechazan a las mujeres por resentimiento, odio y paranoia."
100087,es,6,"F,F,F,M,M,M","18-22,23-45,46+,46+,23-45,18-22","NO,NO,NO,YES,NO,NO","         se llama ""nicho de mercado""."
100088,es,6,"F,F,F,M,M,M","18-22,23-45,46+,46+,23-45,18-22","NO,YES,NO,NO,YES,NO","       los mgtow, puteros de manual franquista.cortados todos al mismo patron."
100089,es,6,"F,F,F,M,M,M","18-22,23-45,46+,46+,23-45,18-22","YES,YES,YES,YES,YES,YES", no se que le pas a sta mujer? est confundida o le pagaron en sobre?
100090,es,6,"F,F,F,M,M,M","18-22,23-45,46+,46+,23-45,18-22","NO,NO,NO,NO,NO,YES","  se llama criterio, es cuando dejas el pensamiento binario, y empiezas a ver los matices."
100091,es,6,"F,F,F,M,M,M","18-22,23-45,46+,46+,23-45,18-22","NO,NO,NO,YES,NO,NO"," a milei tambin lo puede llegar a consumir un tincho redpill, que no sera un tanque de leche, al contrario, les va muy bien. en cambio moreno parece ms para un pblico mgtow"
100092,es,6,"F,F,F,M,M,M","18-22,23-45,46+,46+,23-45,18-22","YES,NO,NO,YES,NO,NO", diria que mas que tocar puntos sensibles hay ciertos problema en la comunidad y varios individuos que hacen ver mal a todos los mgtow aunque tambien es culpa de quienes son ignorantes del tema y piensan que cualquiera con una cuenta recien creada diciendo que son mgtow lo son.
100093,es,6,"F,F,F,M,M,M","18-22,23-45,46+,46+,23-45,18-22","YES,YES,YES,NO,YES,NO",  esa vieja qlia no sabe ni 1 we...
100094,es,6,"F,F,F,M,M,M","18-22,23-45,46+,46+,23-45,18-22","YES,NO,NO,YES,YES,YES","  d) pseudo transgresores que son cmplices por inanicin o tienen ideologas de mierda que prefieren ser showmans en el status quo (laje, milei, que son la respuesta argentina a paul joseph watson, ben shapiro y milo yiannopoulos) o bsicamente los mgtow.(3/4)"
100095,es,6,"F,F,F,M,M,M","18-22,23-45,46+,46+,23-45,18-22","NO,YES,NO,YES,NO,YES","no saba que dentro de los mgtow haba tambin gente igual de arrastrada que los aliades pidiendo perdn a cada paso.si es que al final, todo ser igual."
100096,es,6,"F,F,F,M,M,M","18-22,23-45,46+,46+,23-45,18-22","NO,NO,NO,NO,NO,NO"," mgtow y as ser por algunos aos , no he encontrado otra alternativa."
100097,es,6,"F,F,F,M,M,M","18-22,23-45,46+,46+,23-45,18-22","NO,NO,NO,NO,NO,NO","           el nico que se compadecera por verme llorar, es mi pap, ninguna otra persona de ningn sexo lo hara."
100098,es,6,"F,F,F,M,M,M","18-22,23-45,46+,46+,23-45,18-22","NO,YES,NO,NO,YES,NO","  me an contado que este gueveta de sepulveda es prepotente,leantaoraja"
100099,es,6,"F,F,F,M,M,M","18-22,23-45,46+,46+,23-45,18-22","NO,YES,YES,YES,NO,NO", tengo entendido que la mayora de hombres dan dinero ms seguido
100100,es,6,"F,F,F,M,M,M","18-22,23-45,46+,46+,23-45,18-22","NO,NO,NO,YES,NO,NO",gente que no es mgtow discutiendo quin de todos es ms mgtow pura sangre.luego dice sandman que el manifiesto 3.0 no aporta nada. cmo se nota que no conoce la mentalidad y la picaresca hispnica. 
100101,es,6,"F,F,F,M,M,M","18-22,23-45,46+,46+,23-45,18-22","NO,NO,YES,NO,YES,NO","digo esto por qu its just plain rude, se puede interpretar cmo una microagresin y te da aires de que te crees superior. yo nunca hago esto,por lo menos a mi mami y papi me criaron con modales y me ensearon a respetar a las personas."
100102,es,6,"F,F,F,M,M,M","18-22,23-45,46+,46+,23-45,18-22","YES,NO,NO,YES,NO,NO"," creo que hay algo de pasivoagresivo y manipulador.gente que hace sentir culpable a otros (de cualquier vaina) es para aplicarles luego chantaje emocional.un fren una vez me dijo que asumir que l est mal porque est desempleado es una ""microagresin"". "
100103,es,6,"F,F,F,M,M,M","18-22,23-45,46+,46+,23-45,18-22","NO,YES,NO,NO,NO,NO"," no te le en su momento y ya todo pas, pero te devolver esta microagresin "
100104,es,6,"F,F,F,M,M,M","18-22,23-45,46+,46+,23-45,18-22","YES,YES,YES,NO,YES,YES","nunca vi a tanta gringa celebrando que los pases pobres que nunca tenemos nada nos quedemos sin nada otra vez, pueden decir lo que quieran pero si tiene aires de microagresion y las odio "
100105,es,6,"F,F,F,M,M,M","18-22,23-45,46+,46+,23-45,18-22","YES,YES,YES,YES,YES,NO","y ms aun, casi siempre va acompaado de una agresin fsica y as hablan de microagresin por cualquier caball... "
100106,es,6,"F,F,F,M,M,M","18-22,23-45,46+,46+,23-45,18-22","NO,NO,NO,NO,NO,YES","        ""un noble salvaje italiano garcha durante 300 pginas sin miedo a cometer una microagresin.""me encant cmo describe el triste panorama actual de la edicin literaria (aunque l lo suscriba a eeuu). no cambiaremos el mundo, pero al menos cambiamos de tema (como peda joyce)."
100107,es,6,"F,F,F,M,M,M","18-22,23-45,46+,46+,23-45,18-22","YES,YES,NO,YES,YES,NO"," lo conseguiste, lalu. la portada pas de gustarme much a no gustarme nada.  visto al lado de la de messi...pues si. yo te digo que yo me identifico mil veces ms con ella en estas fotos. pero ese no es el punto. s es microagresin."
100108,es,6,"F,F,F,M,M,M","18-22,23-45,46+,46+,23-45,18-22","NO,YES,NO,YES,NO,NO",un gendarme vino a mi mesa de voto para hablar conmigo en mandarn. petizo y probablemente lindo. lo interpreto como un ofrecimiento coital y no como una microagresin racista.
100109,es,6,"F,F,F,M,M,M","18-22,23-45,46+,46+,23-45,18-22","YES,NO,NO,YES,NO,NO","ok, va, pero tengo una pregunta. si robin nos hace dao, sera considerada una microagresin?"
100110,es,6,"F,F,F,M,M,M","18-22,23-45,46+,46+,23-45,18-22","YES,YES,YES,YES,YES,YES","y recuerden que decir ""no todos los hombres"" no es ms que una microagresin que demuestra tu necesidad de controlar la opinin de una mujer y someterla a los parmetros de lo que t esperas que ella sea. "
100111,es,6,"F,F,F,M,M,M","18-22,23-45,46+,46+,23-45,18-22","NO,NO,NO,NO,YES,YES","he aprendido una nueva palabra microagresin cuando opino acerca de algo relacionado con el racismo contra los asiticos, me dicen (algunos) que estoy exagerando o que solo ha sido una broma y ya no se puede decir nada sin ofender a nadie, etc. ve este vdeo y ya entenders. "
100112,es,6,"F,F,F,M,M,M","18-22,23-45,46+,46+,23-45,18-22","NO,NO,NO,NO,NO,YES","ni siquiera se dan cuenta que ese pensamiento es una microagresin porque ellos incluso estn por encima de algunos artistas ""grandes"" en todos los aspectos pero por ser coreanos los siguen viendo como si fueran menos"
100113,es,6,"F,F,F,M,M,M","18-22,23-45,46+,46+,23-45,18-22","NO,NO,YES,NO,NO,NO","    pues no, la microagresion se introdujo como concepto para destacar algo que es normal en el da a da y que puede ser nociva por el uso que se le da. no se permite todo, se nos permite reflexionar sobre lo establecido. de algodn t que te ofendes cuando escuchas microagresion."
100114,es,6,"F,F,F,M,M,M","18-22,23-45,46+,46+,23-45,18-22","NO,NO,NO,YES,NO,NO", no se pero la verdad fue rarsimo en plan lo de la orientacin fue muy por la cara no s si es microagresion o que
100115,es,6,"F,F,F,M,M,M","18-22,23-45,46+,46+,23-45,18-22","NO,NO,YES,NO,YES,YES","va  sobre la importancia de disculparnos adecuadamente al cometer una microagresin, asumiendo nuestra responsabilidad "
100116,es,6,"F,F,F,M,M,M","18-22,23-45,46+,46+,23-45,18-22","NO,NO,NO,NO,NO,NO"," municipal fm [enseguida] en el espacio de  entrevistas de quito 2.0. alejandra crdenas, abogada en dd.hh., nos explicar el concepto de microagresin hacia la comunidad lgtbiq+ en la esfera pblica.consultas al  2510-510 2510-2511 "
100117,es,6,"F,F,F,M,M,M","18-22,23-45,46+,46+,23-45,18-22","NO,NO,NO,NO,NO,NO","mano, pasar por microagresiones raciales a diario es saber que lo que te dijo la persona es una microagresin, pero preferir no responderle porque si lo haces eres un salvaje."
