id_EXIST,lang,tweet
500066,es, point_leftla igualdad y el empoderamiento de las mujeres es uno de los 17 objetivos de desarrollo sosteniblewomens equality and empowerment is one of the 17 sustainable development goalsmujeres fuertes women womens rights education 
500067,es,venga amigos ayudemos a una joven campeona para la que no hay fondos de yositecreoanimo a eugenia 
500068,es,yo site creo que miercoles es esto? creer sin pruebas mandar preso a los hombres por tan solo ser varones? creo que se debe formar un colectivo masculino que pelee por lo menosss por la igualdad como dicta seguramente las constituciones de los paises
500069,es, pues es cierto que juzgar le compete al juez pero la realidad es mas cruda que el caso de un comediante pues cientos de mujeres que denuncian ser violadas son juzgadas todos los dias en redes en la sociedad y en la justicia yo site creo
500070,es,no permitiremos que se lleven a la nina yo site creo as ies tortura justicia por arco iris 
500071,es,que elegante es  sin decir nada solo dando al play  dentro video yo site creo enelnombrederocio12
500072,es,            por noticias de actualidad las encuentras si me compartes un correo electronico se las puedo enviar en este momento
500073,es, pero es cierto esto de que a las mujeres hay que darles edoacios es un privilegio inmerecido sino iguales o mejores trabajaforas que los hombres no tenemos porque recibir beneficencia
500074,es,a las mujeres hay que hacerlas temblar de gusto verdad? 
500075,es,para saber lo que les interesa a las mujeres hay que hablar con una campeon 
500076,es, a las mujeres hay que aplaudirles todo como foca retrasada para no quedar como un macho opresor deberian tener consecuencias legales esos actos que las metan a la carcel para que aprendan a respetar
500077,es,jajajajaja a las mujeres hay que tenerle miedo 
500078,es, es que enfocarse que si un chico no respeta a las mujeres es pq no las ha tocado no es indirectamente decir que para respetar a las mujeres hay que primero poder tocarlas? es mejor enfocarse en el resentimiento de algunos incel que en su celibato en si
500079,es,  dios si esta gente del apruebo es toda una enferma mental tentacion se le llama a abusar de alguien eso no es tentacion payaso una cosa es que te excite x personas y otra que caigas en esa supuesta tentacion
500080,es, gracias por compartirtuve que pasar por algo parecido y si en cuanto empece a dar hostias se acabo con 11 anos el judo me ayudo ahora me paso lo mismo empece a abusar de uno lo corte por lo sano en cuanto fui consciente de mi actitud de mierdaespero que me perdonase
500081,es,  por abusar de una nina de cinco anos cuando el tenia 17 unas afirmaciones que la joven ha desmentido rotundamente en una carta enviada a la agencia efesi ponemos la noticia vamos a hacerlo al completo si no es manipulacion y eso esta muy feo
500082,es,  alejandro vega a la carcel por abusar contra el ejercito de chile
500083,es,re cuento de la semana mp  condenado hombre a 16 anos de prision por abusar sexualmente de su hija en yaracuy  29ago
500084,es, si porque ademas despues dice que se va con otro vato y lanza la insinuacion de que la volvieron a abusaro de plano esta muy mensa para andar en la calle o de plano es la victima mas permisible del mundo digo cuando una mujer no quiere arana patea muerde o algo ella no
500085,es, vengo a recordarle que la reformat ri but aria es un abuso contra el bolsillo del pueblo no venga a justificarlo con el cuento de azucares y luego promueven la legalidad de la coca
500086,es,  presos tienen un ir el tococo y sus secuaces policias por complices en este abuso
500087,es,  hace uso y abuso del poder para que se alivie su trauma  disfruta que lo saluden y agradezcan  la pobreza crece  y los empleos decrecen  la inflacion sube y los alimentos encarecen  el agradece de que ? su popularidad es justa ? el lo cree ?
500088,es,  a la  le gusta este tipo de procedimientos los excesos policiales en un pais con separacion de poderes y justicia real esos policias son puestos a la orden de la fiscalia por abuso todo lo quieren resolver a lo malo a los golpes y con procedimientos indebidos
500089,es,investigan a hombre en tulancingo por abuso sexual agravado 
500090,es,onda te estan sacando en cara que indirecta o directamente le defendiste a una tipa que abuso psicologica fisica y sexualmente de una persona y vos sacas el discurso de ah pero los varones??? dude nadie esta hablando de ellos ahora
500091,es,hola agosto prometo avanzar con determinacion y paciencia decreto que toda accion positiva traera su fruto para que asi se abra de manera eficaz las puertas hacia nuevas oportunidades
500092,es,tender mi cama la primera accion positiva del diablushvamos a tener un bonito dia mi gente
500093,es, por que mucha gente tiene que demeritar alguna accion positiva? por que somos asi? o que la persona es mala o que mi equipo es mejor ? dejenlo ser
500094,es,jucilnacional llamar accion positiva a la discriminaciondiscriminan economicamente de por vida a la mujer y al hombre por ser guardia civilsu carrera profesional y jubilacion tienen que ser reconocidas en sueldos y retribuciones como a policias  
500095,es, una lastima esta calificacionseria bueno un analisis de las causassin embargo las buenas noticias no hacen titulares por favor busquenlas seria una accion positiva en beneficio de todo el paisaqui le dejo una 
500096,es,el consenso de quito es un acuerdo entre paises para adoptar medidas de accion positiva y mecanismos necesarios incluidas las reformas legislativas y las asignaciones presupuestarias para garantizar la  participacion de las mujeres en cargos publicos y representacion politica
500097,es, que la ley sea quien le imponga libertad o prisionen este pais ya no se puede difamar a las personas no se debe acosar mujeres y no se sebe amenazar a otros semejantes
500098,es,acabo de seguir a un bot de draven lo voy a acosar sexualmente
500099,es, en otras palabras el aborto es un derecho en especifico un derecho sexual independientemente de quien vaya a hacerlo y de sus motivos lo que no es un derecho es criticar insultar acosar etc a alguien por decidir sobre su propia vida lo cual no afecta a la tuya
500100,es,se cree con el derecho de acosar a mi novio solo por ser mujer creo q tod estam descuerdo q tanto ser de cualquier sexo no te hace mejor q nadie feminist a co so 
500101,es, pero no les des el gusto de que esto te afecte tambien que esperaban? si empiezan a acosar es obvio que se van a ganar el bloqueo para eso es y no tienes que sentirte culpable
500102,es,felicidades yo llevo 19 anos sin acosar a una tia por hacerse el eyeliner 
500103,es, no es primera vez se hizo una denuncia con correo incluido a la jefa de dideco por acoso sexual y tampoco lo tomaron en cuenta 
500104,es,urge implementar una cultura de prevencion frente al acoso sexual laboralel acoso sexual no solamente causa un grave dano a la victima sino que afecta la productividad de la empresano son hechos aislados hay un sistema que permite que esto pasestop a co so 
500105,es,warningtw//acoso sexualel silencio que inunda el patrulla de volkov y foster ya se ha convertido en el ambiente natural del mismo ninguno habla ninguno siquiera se digna en formular palabra volkov porque no tiene nada que decir y prefiere la calma antes que forzar una charla
500106,es,red_circle director de escuela de michoacan es denunciado por acoso sexual morelia mich oac n ptz cu aro uru a pan a pat zing n hui ram ba
500107,es,  mucho texto para no concluir en nadate explico es acoso sexual cuando haces insinuaciones o comentarios de indole sexual a una persona sin su consentimiento la confianza es un factor no determinante pueden incluso ser los mejores amigos y aun asi no consentir ese tipo de
500108,es,la ley 21369 que regula el acoso sexual la violencia y discriminacion de genero en los planteles de la educacion superior entro en vigencia el 15 de septiembre de 2021 y cumple un ano para una implementacion que constata el compromiso de la uahc con  estas normas en su cultura 
500109,es, tener cuidado por que el cliente  puede demandar a la tienda porque su empleado lo acoso o lo toco de modo sexual  el empleado fue cortez servicial y atento   saliendo del trabajo ya sera diferente
500110,es,el acoso sexual en lugares de trabajo por parte del jefe y otros empleados 
500111,es,  eeeeso no pasa nada o acaso  ya se retracto por su acoso a duqueinterrobangthinking tampoco he visto hacerlo a la glotona   
500112,es,cansonas que quieren vivir pendientes de les hijes ajenos mejor la gente famosa que respeta la intimidad y la seguridad de sus hijes en este mundo horrible lleno de acoso infantil y pedofilia 
500113,es, cuanto testifique en un caso de acoso de un amigo de el su reaccion fue hacerme comentarios tipo por eso es que las violan por eso es que las matan white_frowning_face
500114,es,baila vini jra pago nalc hiring ui to vamos cobardon habla contra el racismo y el acoso a uno de los mejores jugadores del mundo o sigue apoyando a ped re rol mafioso 
500115,es, amor liquido lo llaman sois lo peor mal enfoque de todo mas infelicidad personas vacias en busca de la satisfaccion permanente persiguiendo la quimera toda la puta vida buen negocio para vende humos psicologos y farmaceuticas anda e iros todos a tomar viento
500116,es,katia mirandapoint_right fascinus v y amor liquido ambas de la serie laberintos visuales obras de arte que puedes encontrar en nuestra GALERiA VIRTUAL  o escribe al whatsapp 4579-9170el attic o guatemala katia miranda li enzo obras de arte 
500117,es,this te sientes descolocadx en este mundo de amor liquido 
500118,es,ni dar culo amarra dejen de escribir bobadas que el amor no se elige solo se da si dan culo o no si lo chupan o no si se dejan escupir o noamor liquido zygmunt bauman 2022 
500119,es,quero ler amor liquido  skoob
500120,es,si quieres pensar un poco mas en esto puedes investigar sobre amor liquido y modernidad liquida del sociologo zygmunt bauman tambien saque algunas conclusiones del libro psicologia y economia de raymundo campos y de una investigacion del neurocientifico dar meshi
500121,es,yendo a drama trama a buscar recomendaciones de dramas que me hagan agonizar por el amor romantico buenas noches
500122,es,es mas natural comportarnos como romeo y julieta paradigmas del mito del amor romantico? o como los promiscuos casanova y don juan tenorio? thinking
500123,es,nonono revivio el amor romantico sob 
500124,es,la soledad y el obligado aire solipsista de concep cina renal tiene tambien buenos momentos visuales como las escenas en el bosque con su perra y bajo la lluvia del norte o su epifania en el balcon de madrid que engarza amor romantico potencial  
500125,es,y sin que el amor romantico se apodere de la relacion 
500126,es,la unica q hace funcionar el amor romantico 
500127,es,la eliminacion del lenguage sexista y el androcentrismo es fundamental para la construccion de un derecho con perspectiva de generosin perspectiva degener ono hay justicia ley micaela a boga das feministas a boga dxs 
500128,es,por lo general cuando hay apropiacion cultural de estos temas misticos/filosoficos hay una tendencia a adaptar eso al androcentrismo de occidentealgo que por ejemplo ocurre en la saga de luke en star wars donde el asunto jedi parece solo cosa de senores
500129,es,finge sorpresael androcentrismo sigue vigente en la disciplina lamentablemente la lucha sigueraised_fist_medium-light_skin_tonepurple_heart
500130,es,es inadmisible que a las feminas las etiqueten de perras por enfrentar al androcentrismo
500131,es, en estos casos como en tantos otros el castigo siempre va en la misma direccion andro centrism o miso ginia
500132,es,jose manuel no me des una explicacion de mierda a una situacion de igualdad real cuando lo unico que eres es un machista diciendo cosas sexistas que te huelo el androcentrismo desde 8 kilometros
500133,es,   anda tu y da una conferencia como asesinar mujeres por esterilizaciones y como evitar la pobresa eliminando a ninos por nacereres el peor peruano
500134,es, la mabe mabelita  vayan a secuestrar a asesinar mujeres vayan a vender cargos publicos vayan a destruir la salud educacion y seguridad vayan a tener bonos de deuda y pagarse los intereses cuando suba el riesgo pais vayan a robar el  iessque hagamos lo hace lasso dice
500135,es,                                                 y en prision deberia de seguir pero como las pruebas no  parecen suficientes pues a la calle maltratar vi0lar y asesinar mujeres sale muy barato apoyorocio5a
500136,es, secretario ricardo mejia en la mananera usted dijo que se atraera atraer el caso de debanhi escobar basaldua a la fgr y no vemos que esto suceda exigimos justicia de este caso mientras no se haga nada la delincuencia ve facil secuestrar y asesinar mujeres
500137,es,  jajajaja jajajajjajajananajjajajajja puerto de santamaria 2 aunque tienes razon asesinar mujeres y ninos por toda espana fue de lo mas anticonstitucional solo deberian haber asesinado en vascongadas guillotina muerto el perro
500138,es,  asesinar mujeres que sabian y pensaban d manera distinta era herejia
500139,es,paso una persona con tapabocas y voltee a verla porque lucia atractiva y resulto que era mi ex le sociologue dios mio por que me haces esto
500140,es, frida lahlo  era atractiva raza mexicana starthumbsupfeetpurple_heart
500141,es,  sobre la energia atomica en nuestro pais y las posibilidades de crear energia electrica en lugares aislados y de baja poblacionpor por eso la electricidad generada por energia nuclear no resulta atractiva para los proveedores privados restringe el negocio obvio
500142,es, no esta mal es atractiva pero no han hablado ni una vezpass al menos por el momento
500143,es,manchester united hace oficial la contratacion de casemiro el jugador brasileno sera una carta atractiva para el manchester united quien se encuentra en crisis manchester united ha hech 
500144,es,que bonito vamos a hacer carpinteria? al menos ponmela atractiva como la alfareria en ghost 
500145,es,este solo abre la boca para decir estupideces y avergonzar a todos los peruanospara que le abrieron la jaularage 
500146,es,   algun dia te vas a avergonzar como tratabas de justificar tu idolatria esperemos el tiempo de dios
500147,es, jajajaja en ves de avergonzar saca las garras iden felino herido asi son los delincuentes se dan por ofendidos
500148,es,they/them 2022 otra de la factoria blumhouse que va disfrazada de slasher y homenaje a viernes 13 kevin bacon incluido pero que es un panfleto lgbtqia que haria avergonzar a la propia comunidad el zurullo del anopeliculas cine novedades streaming 
500149,es,como extranamos a la anterior primera dama nunca dio motivo para criticas la loca de ahora solo sirve para avergonzar a los colombianos
500150,es, afortunadamente no todos los madrilenos somos simpatizantes de la srta ida que ejerce de p d m con absurdos paridas falsedades y demagogia se caracteriza porque el sentido comun esta archivado no se sabe donde y esto es suficiente para avergonzar a algunos madrilenos
500151,es,zee hizo una broma y estornudo pero entonces nunew ignoro a zee y dijo cat seguire comiendoentonces z se avergonzo y dijo wolf eso duele que nn ignoro su broma y nn dijo cat solo estoy bromeando es tan jodidamente lindova minox zee nu newzee nu new  
500152,es, militancia del periodismo traspasa  falsa informacion sobre lula en directgonews somos latino america avergonzo hasta al presentadoral comparar la persecucion de lula con crist estilo cleptocracia
500153,es, acabo de romper mi celular con rabia salomon villada ferxxo feid me avergonzo frente a mi familia mis hijos estan llorando asustados por mi ira mientras camino temblando por la habitacion no puedo soportar esto llamen a la policia porque estoy a punto de hacer una locura
500154,es,  terminar con la imposicion patriarcal de como una madresoy madre tuve un padre maravilloso y a mi viejita viva capaz q nunca quiso ser madre o ser madre de un peronista la avergonzo tanto q se alio a sus asesinosmirta tiene un hijo gay muertox ella q la misma muerte
500155,es,  es una basura a mi me bloqueo porque le dije lo mismoy que siempre tenia a milei q' acompanoa la f del librothumbsupy a berni anoche estaba con este ultimo a las risotadas y me dio asco yo esperaba el proximo programa y me avergonzo como lo seducecomo periodista no ??thumbsup
500156,es, y si le dijiste que el secreto esta en el pack? por que me imagino que te avergonzo que una pequena sin malicia suene con lo que tu lograste de manera humillante
500157,es, que respeto y que tolerancia tienes majete lapidarazotar mujeres tratarlas como a la escoriaejecutar gays y lesbianas o masacrar corderos acuchillo sin camaras de matadero y sin dormirlos es fabuloso entonces no? vete a cagar a la via
500158,es,hay un plan para desmembrar a los estados islamicos?asi que dejaran de azotar mujeres y colgar a homosexuales muy bien por ambos grupos y felicidades a los que estan impulsando esos planes 
500159,es, al que no le gustan los ninos ni las familias es a pablo ni los parques ni los abuelos salvo azotar mujeres no le gusta nada 
500160,es,pues al tuyo le gusta azotar mujeres y a su amigo del alma le encanta insultarlas 
500161,es,   donde hablais los podemitas de tener la luz mas barata de europa? thinkingthinkingsolo hablabais de q con vosotros en el gobierno la factura de luz bajaria y la habeis triplicado joyjoyjoyjoyera otra broma entre colegas como lo de azotar mujeres sobsobsobsobsob
500162,es, ahmmmmno sethinkingthinking?? podemos?? bueno noque esos son mas de azotar mujeres hasta hacerlas sangrarbildu quiza?? depurando su viejo estilo de balazo en la nuca bien podria ser slguno de ellos
500163,es,grande  tocando la diversidad funcional y los derechos de autor que se estan olvidandola beach_umbrella es el espacio con mas diversidad que existe pero no hay que olvidar las barreras invisibles y las autoinfligidas por muchos por el postoreo  v ivey deja vivir 
500164,es,creo que es la primera vez que usamos a peter en la ciudadsi hay barreras invisibles para evitar que nos vayamos de paseo 
500165,es, evidentemente meloni es solo un caso masexisten millones de melonis y de  obamas tambienlo gracioso es que se perciban como un ejemplo como un avancelas barreras invisibles siempre han existido pero solo resultan invisibles a ojos de un idiota
500166,es,a veces estamos atascados con barreras invisibles creadas por nuestra propia mente- david villa
500167,es,barreras invisibles para la sanidad  - derek prince -  via 
500168,es,las mujeres encuentran barreras invisibles que van desde que son minoria y no esten dentro de las redes formales e informales de poder -   en vivo  
500169,es,si una nina gorda sube fotos en bikini es body positivity smiling_face_with_three_heartsheart_eyeshearts pero si una nina delgada hace lo mismo es promover tca y estandares daninos hipocritas fr
500170,es, el body positivity que tanto hablas y fomentas donde esta? esto tambien es body shaming si un hombre llega a decir le vi las tetas y ya me dejo de gustar  lo que pasaria boludo
500171,es, mucho ruido contra la gordofobia pero que bien que discriminan a una lisiada que pasa? no pueden permitir que la gente recuerde que el body positivity no es solo para gordas mantecosas a una hamburguesa de sufrir un paro cardiaco?escupo en tu intolerancia fu
500172,es,body positivity hasta que es con cuerpos muy delgados no tiene una tca pero es que si la tuviese lo peor que podrias hacer es comentar su cuerpo 
500173,es,a mi me parece que mucho del movimiento del body positivity es puro positivismo toxico
500174,es,esto es lo que crea el feminismo de hoy dia como las estupideces del body positivity etc una sociedad debil de cristal preparada para nada por que se ofenden y sienten mal por todo 
500175,es,deseando mudarme pa poder ir en bragas
500176,es,    jajajajajaja super profesional jajajajajaj la rotonda que cambia mas de opinion que de bragas la que prefiere hacer el ridiculo que trabajar honradamente que estudio periodismo para mentir en una cadena donde no les dejan opinar libremente
500177,es,cantabriahumor no se esta quedando sin bragas porque no secan al parecer 
500178,es,pueden dejar de llamar error a ser una transfoba de mierda? que no te has tropezado en el tenderete de bragas has emitido un podcast a consciencia del discurso de odio que tiene la invitada
500179,es,yo me pongo las bragas buenas porque ya se me ha ido la regla y ya no mancho la regla 
500180,es, exactamente su cagada su dinero no el nuestro si no tiene que le embarguen hasta las bragas o carcel como cualquier ciudadano no que todos somos iguales? ala a tomar x culo
500181,es,reporte internacional internet contra el cambio climatico el aislamiento y la brecha de genero en el gran chaco americanonoticias del chaco tarija santa cruz y bolivia report e chaco 
500182,es,feliz dia a los programadores y sobre todo a las programadoras valientes que se han animado a meterse en un mundo con tanta brecha de genero para que cada vez sean menos los sesgos flexed_biceps_light_skin_tone
500183,es,la brecha de genero si existe la tasa es mas alta en las lineas de  microcredito consumo y vivienda increible que las mujeres que en la mayoria de casos tienen a su cargo la economia del hogar se encuentren ante esta politica de exclusion foto   
500184,es,desde orillas distintas tambien se puede coincidirasi como los puntos anteriores causan preocupacion respaldo continuar con politicas publicas para cerrar la brecha de genero buscando mayor participacion laboral y mejores ingresos para las mujeres
500185,es,curiosamente la brecha de genero en esta cuestion es casi del 100/100pero parece no solo no importar sino que debe ser lo correcto cuando la progresia no chista 
500186,es,la brecha de genero en el sector tecnologico es una realidad en pleno 2022 el porcentaje de mujeres especializadas en tecno log a no llega ni al 20% disappointedpoint_right   
500187,es,en ede empleo inclusivo nos sumamos al reto de reducir la bre cha digital de genero con acciones dirigidas a mujeres desempleadas iniciacion a la informatica y competencias digitales basicas para el empleo redes sociales como herramienta dinamizadora
500188,es,brecha digital de genero y el impacto en el ecommerce  ecommerce
500189,es,calling el pasque queremos  mas del 25% de adolescentes peruanas tuvieron que pedir prestado un dispositivo movil para acceder a clases virtuales segun estudio de hiperderecho en el caso de sus pares varones la cifra fue de 15%
500190,es,conoces que es la brecha digital de genero? existe una muy baja representacion de mujeres en el mundo del internet por lo que aun hay mucho trabajo por hacer para que los estereotipos en el mundo digital sean abatidos 
500191,es,des afos pet rotic  el cambio es con las mujeres senala el programa de gobierno del nuevo presidente de colombia gustavo petro pero cuales son los retos que tiene para cerrar la brecha digital de genero?  te contamos  &gt&gt  
500192,es,calling necesitas aprender herramientas digitales para tu emprendimiento? te invitamos a participar en el webinar de todas conecta das woman_technologist_light_skin_tonesparkles liderado por el  que te capacitara gratuitamente para reducir la brecha digital de generoraised_handsinscribete en point_right  
500193,es,una alerta que entrega es la gran brecha en montos de credito que se otorgan en desmedro de las mujeres lo cual tiene como una de las causas principales brecha salarial de genero que debemos erradicar no existe justificacion solo discriminacion
500194,es,preocupense por la nota q pone el  en la primera planala brecha salarial de genero una mujer en promedio gana 30% menos q un hombre haciendo exactamente lo mismo el tema con la nota es q el estudio afirma q los hombres ganan el doble recien salieron de la universidad 
